ds,y
2026-07-01 11:00:00,0.3088619193548387
2026-07-01 12:00:00,0.5197631369863013
2026-07-01 13:00:00,1.1988592264705882
2026-07-01 15:00:00,48.950080305421295
2026-07-01 16:00:00,46.27410609970764
2026-07-01 17:00:00,18.979280496528794
2026-07-01 18:00:00,3.3874421195707067
2026-07-02 09:00:00,40.486217313371306
2026-07-02 10:00:00,47.53079466038593
2026-07-02 11:00:00,48.09532546460396
2026-07-02 12:00:00,49.92621533013359
2026-07-02 13:00:00,50.05285046679565
2026-07-02 14:00:00,49.32346217155988
2026-07-02 15:00:00,42.62904853516735
2026-07-02 16:00:00,18.41532715870536
2026-07-02 17:00:00,12.951012616412932
2026-07-02 18:00:00,4.861469961206897
2026-07-03 09:00:00,19.952632143870968
2026-07-03 10:00:00,44.545404024974204
2026-07-03 11:00:00,52.53847209730007
2026-07-03 12:00:00,49.12507480409177
2026-07-03 13:00:00,51.41477124846439
2026-07-03 14:00:00,52.36586568418605
2026-07-03 15:00:00,28.462757261111115
2026-07-03 16:00:00,38.61850963550723
2026-07-03 17:00:00,20.32527469769801
2026-07-03 18:00:00,2.7639656804878046
2026-07-04 09:00:00,49.12420942924375
2026-07-04 10:00:00,50.02196725639975
2026-07-04 11:00:00,47.86655486857201
2026-07-04 12:00:00,33.57710894758065
2026-07-04 13:00:00,30.870751044819276
2026-07-04 14:00:00,31.289589967775466
2026-07-04 15:00:00,31.29188293140312
2026-07-04 16:00:00,29.677121747596154
2026-07-04 17:00:00,12.10489603030303
2026-07-04 18:00:00,0.86805415
2026-07-06 09:00:00,34.64666282368687
2026-07-06 10:00:00,47.8874792851655
2026-07-06 11:00:00,46.918158891582976
2026-07-06 12:00:00,49.705272610480165
2026-07-06 13:00:00,52.87248786543368
2026-07-06 14:00:00,53.22320590860761
2026-07-06 15:00:00,52.38377966611209
2026-07-06 16:00:00,23.532241381683168
2026-07-06 17:00:00,10.29884860890411
2026-07-06 18:00:00,2.3912768225
2026-07-07 08:00:00,12.588268730434782
2026-07-07 09:00:00,20.057183366935483
2026-07-07 10:00:00,23.68606720955056
2026-07-07 11:00:00,21.69366745443425
2026-07-07 12:00:00,48.667083269839495
2026-07-07 13:00:00,57.810211818346616
2026-07-07 14:00:00,56.50211079545913
2026-07-07 15:00:00,54.036253435481456
2026-07-07 16:00:00,49.3838117938686
2026-07-07 17:00:00,17.841482519919243
2026-07-08 09:00:00,45.395217482039165
2026-07-08 10:00:00,51.52733308747173
2026-07-08 11:00:00,51.98086799439086
2026-07-08 12:00:00,50.73842676469519
2026-07-08 13:00:00,55.17873821367424
2026-07-08 14:00:00,53.801756607482226
2026-07-08 15:00:00,50.50247039461338
2026-07-08 16:00:00,38.11312947159162
2026-07-08 17:00:00,16.614268071349755
2026-07-08 18:00:00,3.463426606015038
2026-07-09 09:00:00,45.88451289203924
2026-07-09 10:00:00,49.28665995688739
2026-07-09 11:00:00,49.12519533665846
2026-07-09 12:00:00,49.07817176808061
2026-07-09 13:00:00,53.445588063898285
2026-07-09 14:00:00,50.32871132426749
2026-07-09 15:00:00,49.22626296437713
2026-07-09 16:00:00,42.72048461673737
2026-07-09 17:00:00,19.23818870906567
2026-07-09 18:00:00,5.43198221801282
2026-07-10 09:00:00,42.328777933145524
2026-07-10 10:00:00,26.322280051121076
2026-07-10 11:00:00,28.6513173
2026-07-10 12:00:00,30.040310793736502
2026-07-10 13:00:00,27.84219478653846
2026-07-10 14:00:00,27.999174319078946
2026-07-10 15:00:00,26.81247101492537
2026-07-10 16:00:00,22.16360403004386
2026-07-10 17:00:00,9.78276598915344
2026-07-13 09:00:00,44.436063915282446
2026-07-13 10:00:00,50.85156979470747
2026-07-13 11:00:00,51.30640829438596
2026-07-13 12:00:00,51.7858053861328
2026-07-13 13:00:00,49.59435142018141
2026-07-13 14:00:00,48.390554844762214
2026-07-13 15:00:00,49.57291206728597
2026-07-13 16:00:00,42.421359533969394
2026-07-13 17:00:00,16.74249066374578
2026-07-14 09:00:00,47.84839207833477
2026-07-14 10:00:00,50.75898643179055
2026-07-14 11:00:00,52.42744050579199
2026-07-14 12:00:00,52.10519046299639
2026-07-14 13:00:00,24.405908695810055
2026-07-14 14:00:00,49.476217533436056
2026-07-14 15:00:00,26.147324745142857
2026-07-14 16:00:00,35.88214473928119
2026-07-14 17:00:00,19.373220306133334
2026-07-15 09:00:00,36.95577269325148
2026-07-15 10:00:00,39.627699977470265
2026-07-15 11:00:00,21.99442673300248
2026-07-15 12:00:00,23.569229012466124
2026-07-15 13:00:00,22.446082202205883
2026-07-15 14:00:00,23.224203523249997
2026-07-15 15:00:00,23.065290441134753
2026-07-15 16:00:00,21.48096500395349
2026-07-15 17:00:00,7.999167056264237
2026-07-15 18:00:00,2.020475196875
2026-07-16 09:00:00,46.57999468169433
2026-07-16 10:00:00,28.98549693442623
2026-07-16 11:00:00,28.436922335438595
2026-07-16 12:00:00,28.12432293982684
2026-07-16 13:00:00,30.10774136
2026-07-16 14:00:00,31.041120652941178
2026-07-16 15:00:00,84.32359973477176
2026-07-16 16:00:00,77.94109167655998
2026-07-16 17:00:00,23.147855534333676
2026-07-16 18:00:00,3.9524324631707315
2026-07-17 09:00:00,75.55443190016018
2026-07-17 10:00:00,85.12214558147008
2026-07-17 11:00:00,89.3502693970139
2026-07-17 12:00:00,103.96109208387053
2026-07-17 13:00:00,101.22937572744301
2026-07-17 14:00:00,144.8876264705529
2026-07-17 15:00:00,114.81183030405668
2026-07-17 16:00:00,82.25101993886481
2026-07-17 17:00:00,34.85917065750587
2026-07-17 18:00:00,12.080013781050997
2026-07-18 09:00:00,105.26437806499415
2026-07-18 10:00:00,108.878983164729
2026-07-18 11:00:00,104.2305807662095
2026-07-18 12:00:00,116.88693363426033
2026-07-18 13:00:00,111.50728574464931
2026-07-18 14:00:00,90.29357855986522
2026-07-18 15:00:00,103.42136772205713
2026-07-18 16:00:00,86.12981252674416
2026-07-18 17:00:00,32.224611856065074
2026-07-18 18:00:00,13.686057223034108
2026-07-20 09:00:00,79.22313556871089
2026-07-20 10:00:00,95.52091657031215
2026-07-20 11:00:00,99.85672495979432
2026-07-20 12:00:00,104.41346546838989
2026-07-20 13:00:00,103.83450865159664
2026-07-20 14:00:00,99.43873311794411
2026-07-20 15:00:00,91.96228238273594
2026-07-20 16:00:00,60.520243365996116
2026-07-20 17:00:00,18.52442329572115
2026-07-20 18:00:00,9.683402065014796
